authority_id,publication_route_id,iso2,country,authority,roles,authority_website,evidence_url,observed_final_url,source_host_scope,publication_route_type,access_state,archive_access_state,publication_relevance,scope_evidence_state,qualification_state,source_route_state,language_hints,language_evidence_state,observed_months_2024_2026,latest_observed_month,provisional_cadence_signal,cadence_contract_recommendation,archive_boundary,source_checked_at,snapshot_generated_at,evidence_notes
ra-auth-ck-04431bc65dd59df8,ra-route-5f9953b079efdc9f85e3,CK,Cook Islands,Financial Supervisory Commission,prudential_supervision;financial_intelligence,http://www.fsc.gov.ck/,https://www.fsc.gov.ck/public/content.aspx?cn=CompanySanctions,https://www.fsc.gov.ck/public/content.aspx?cn=CompanySanctions,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-cr-2df87e51b519812d,ra-route-aa449ba29f6060b8a7e5,CR,Costa Rica,Central Bank of Costa Rica,central_banking;prudential_supervision,https://www.bccr.fi.cr/en,https://www.bccr.fi.cr/cr/es/transparencia-institucional/informacion-institucional-y-tramites/sanciones-por-hostigamiento-sexual.html,https://www.bccr.fi.cr/cr/es/transparencia-institucional/informacion-institucional-y-tramites/sanciones-por-hostigamiento-sexual.html,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,es,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-cr-0b48678f31f2c661,ra-route-87aa7b198a5cbf0e19c6,CR,Costa Rica,Superintendencia General de Entidades Financieras (SUGEF),prudential_supervision,http://www.sugef.fi.cr/,https://www.sugef.fi.cr/informacion_relevante/Sanciones/index.aspx,https://www.sugef.fi.cr/informacion_relevante/Sanciones/index.aspx,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,es,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-cr-7e2f88b75a4a347c,ra-route-cb9318828ad69d1e1f8b,CR,Costa Rica,Superintendencia General de Valores,securities,http://www.sugeval.fi.cr/,https://serviciosexternos.sugeval.fi.cr/RNVIWeb/MenuPrincipal/MedidasDisciplinarias,https://serviciosexternos.sugeval.fi.cr/RNVIWeb/MenuPrincipal/MedidasDisciplinarias,authority-owned,disciplinary_notice,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ci-3e500109c9e9266c,ra-route-b27fe9ff8ea7591a14f5,CI,Côte d'Ivoire,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,authority-owned,decision_register,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en;fr,explicit-url-or-label-hint,2026-07,2026-07,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-ci-2c3f276b602dd5c6,ra-route-0746ba940c50faa02bc3,CI,Côte d'Ivoire,National Unit for the Processing of Financial Information in Côte d’Ivoire (CENTIF-CI),financial_intelligence,https://www.centif.ci/index.php,https://www.centif.ci/liste-des-sanctions/,https://www.centif.ci/liste-des-sanctions/,authority-owned,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,2024-04;2026-01;2026-06,2026-06,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-hr-977d8a00a476c97c,ra-route-da8e125dc6bc68d0df1a,HR,Croatia,Croatian Financial Services Supervisory Agency,securities;insurance;pensions,http://www.hanfa.hr/,https://www.hanfa.hr/vijesti/pruzanje-kriptousluga-od-1-srpnja-2026-za-drustva-obvezna-kriptolicenca-i-upis-u-hanfine-registre-a-korisnike-se-poziva-na-oprez/,https://www.hanfa.hr/vijesti/pruzanje-kriptousluga-od-1-srpnja-2026-za-drustva-obvezna-kriptolicenca-i-upis-u-hanfine-registre-a-korisnike-se-poziva-na-oprez/,authority-owned,generic_or_ambiguous,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-cy-5b44c9b773c83e12,ra-route-671ba5789a605ff1e2bb,CY,Cyprus,Central Bank of Cyprus,central_banking;prudential_supervision,https://www.centralbank.cy/en//home,https://www.centralbank.cy/en/administrative-sanctions-and-measures,https://www.centralbank.cy/en/administrative-sanctions-and-measures,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,2025-09;2025-10;2025-12,2025-12,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-cy-39b816fc91fa9c04,ra-route-41668e8908b86c60a250,CY,Cyprus,Cyprus Securities and Exchange Commission,securities,http://www.cysec.gov.cy/,https://www.cysec.gov.cy/el-GR/legislation/sanctions/,https://www.cysec.gov.cy/el-GR/legislation/sanctions/,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-cz-8aac7961a590119b,ra-route-0f2cbb68f0bec677cba4,CZ,Czechia,Czech National Bank,central_banking;prudential_supervision;securities;insurance;pensions,http://www.cnb.cz/en/index.html,https://www.cnb.cz/en/monetary-policy/bank-board-decisions/,https://www.cnb.cz/en/monetary-policy/bank-board-decisions/,authority-owned,decision_register,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-cz-776f01e4f3b6adf0,ra-route-0a0a8c33485d74ec22ff,CZ,Czechia,Financial Analytical Unit (FAU-CR),financial_intelligence,http://www.financnianalytickyurad.cz/,https://www.fau.gov.cz/cs/rozcestnik/reseni-nekterych-zivotnich-situaci/informaciya-dlya-arendatorov-nedvizhimosti-nahodya-196,https://www.fau.gov.cz/cs/rozcestnik/reseni-nekterych-zivotnich-situaci/informaciya-dlya-arendatorov-nedvizhimosti-nahodya-196,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,,not-determined,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-do-3add9c26541e5e54,ra-route-47e15c1c9720cab5f09b,DO,Dominican Republic,Central Bank of the Dominican Republic,central_banking,http://www.bancentral.gov.do/,https://bancentral.gov.do/a/resoluciones,https://bancentral.gov.do/a/resoluciones,authority-owned,generic_or_ambiguous,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,es,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-do-557724ce2fbb3de2,ra-route-ce53dbec17c48f306dda,DO,Dominican Republic,Pensions Superintendency,pensions,https://www.sipen.gob.do/,https://sipen.gob.do/normativas/otras-leyes-afines,https://sipen.gob.do/normativas/otras-leyes-afines,authority-owned,generic_or_ambiguous,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-do-8d9dd5f3f72dd001,ra-route-6bb7fbdb98f78f35f3c2,DO,Dominican Republic,Superintendencia de Seguros,insurance,http://www.superseguros.gob.do/,https://sis.gob.do/transparencia/sanciones/,https://sis.gob.do/transparencia/sanciones/,external-unqualified,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,manual-scope-review,manual-review-required,candidate-needs-validation,es,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-do-85aa89ebd7899ad7,ra-route-bd2afb1ba4c6ecee996d,DO,Dominican Republic,Unidad de Analisis Financiero (UAF),financial_intelligence,https://www.uaf.gob.do/,https://www.un.org/securitycouncil/es/content/un-sc-consolidated-list,https://main.un.org/securitycouncil/es/content/un-sc-consolidated-list,official-external,generic_or_ambiguous,reachable,first-page-observed-no-date,plausible-official-publication-candidate,official-external-scope,manual-review-required,official-external,es,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ec-3ee144793272333e,ra-route-3b2844e0881d92b31934,EC,Ecuador,"Superintendencia de Compañías, Valores y Seguros",securities,http://www.supercias.gob.ec/,https://publico.supercias.gob.ec/publicacionesCompanias/menuPublicaciones.jsf,https://publico.supercias.gob.ec/publicacionesCompanias/menuPublicaciones.jsf,authority-owned,generic_or_ambiguous,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,es,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ec-693e39515e6a8951,ra-route-29f9c182509dbac479e9,EC,Ecuador,Unidad de Analisis Financiero y Economico del Ecuador (UAFE),financial_intelligence,http://www.uafe.gob.ec/,http://www.uafe.gob.ec/,http://www.uafe.gob.ec/,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-gq-7f386deb472fe6ed,ra-route-3a5f3e7ff3000801b561,GQ,Equatorial Guinea,Bank of Central African States,central_banking,https://www.beac.int/,https://www.beac.int/p-des-changes/circulaires-et-decisions/,https://www.beac.int/p-des-changes/circulaires-et-decisions/,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-gq-790e4ff585c0a95e,ra-route-d3de08cfc57046a453bd,GQ,Equatorial Guinea,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,authority-owned,decision_register,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en;fr,explicit-url-or-label-hint,2026-07,2026-07,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-ee-dcbd0e7085ccefd8,ra-route-39a0d6166b6f5f6175a8,EE,Estonia,Estonian Financial Intelligence Unit (Estonian FIU),financial_intelligence,https://www.fiu.ee/,https://facebook.com/102210322426157_1025691216755449,https://www.facebook.com/FIUEstonia/posts/pfbid0jFQTtEisksj5s8bdLYPRJa1FnspZFNMe5g2f4areE5Vj4qedSj9SWx19BooAGuiql,external-unqualified,decision_register,reachable,first-page-observed-no-date,plausible-official-publication-candidate,manual-scope-review,manual-review-required,candidate-needs-validation,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-sz-61ab72f3b7148a68,ra-route-0b56d5f9c69032d5bb1d,SZ,Eswatini,Eswatini Financial Intelligence Centre (EFIC),financial_intelligence,https://www.efic.org.sz/,https://www.efic.org.sz/compliance/enforcement/,https://www.efic.org.sz/compliance/enforcement/,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-sz-c2a6c50c1b9657ed,ra-route-86fcff44026155ba69fa,SZ,Eswatini,Financial Services Regulatory Authority (FSRA),insurance;pensions,http://www.fsra.co.sz/,https://www.fsra.co.sz/enforcement-notices/,https://www.fsra.co.sz/enforcement-notices/,authority-owned,enforcement_archive,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,2026-02,2026-02,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-et-9144f0f40a9687c3,ra-route-96440bc69f94d94ff18e,ET,Ethiopia,National Bank of Ethiopia,central_banking;prudential_supervision,http://www.nbe.gov.et/,https://nbe.gov.et/public-notice-2/,https://nbe.gov.et/public-notice-2/,authority-owned,news_or_notice,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-fi-78102a554c767557,ra-route-9de8a570e6de260ebd17,FI,Finland,Bank of Finland,central_banking;prudential_supervision,http://www.suomenpankki.fi/en/,https://www.suomenpankki.fi/en/news-and-topical/press-releases-and-news/releases/2026/reference-rate-and-penalty-interest-rates-for-1-july--31-december-2026/,https://www.suomenpankki.fi/en/news-and-topical/press-releases-and-news/releases/2026/reference-rate-and-penalty-interest-rates-for-1-july--31-december-2026/,authority-owned,enforcement_archive,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,2026-06,2026-06,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-fi-30c2d827674a24bd,ra-route-878a176eaf794bcfb4ba,FI,Finland,Financial Intelligence Unit (RAP),financial_intelligence,https://vm.fi/en/prevention-of-money-laundering,https://vm.fi/en/sanctions-in-the-financial-markets,https://vm.fi/en/sanctions-in-the-financial-markets,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-fi-17f0d2e89f0fde37,ra-route-5788663591693b24ae7a,FI,Finland,Financial Supervisory Authority,prudential_supervision,http://www.fin-fsa.fi/en,https://www.finanssivalvonta.fi/en/financial-market-participants/capital-markets/issuers-and-investors/ifrs/,https://www.finanssivalvonta.fi/en/financial-market-participants/capital-markets/issuers-and-investors/ifrs/,external-unqualified,enforcement_archive,reachable,dated-first-page-signal,strong-official-publication-candidate,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2024-03;2024-06;2024-09;2024-12;2025-03;2025-06;2025-08;2025-09;2025-12;2026-03;2026-06,2026-06,active-first-page-signal,monthly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-fr-a792e9c5ebb8ff02,ra-route-2ba5542cb32a2cb98d45,FR,France,Autorité de Contrôle Prudentiel et de Résolution,prudential_supervision;insurance;pensions,https://acpr.banque-france.fr/,https://acpr.banque-france.fr/fr/reglementation/recueil-des-sanctions,https://acpr.banque-france.fr/fr/reglementation/recueil-des-sanctions,authority-owned,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,2024-06;2024-10;2025-01;2025-06;2025-11;2026-03;2026-05,2026-05,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-fr-aa7e5bc9febff637,ra-route-183ef321aa6d3995429e,FR,France,Autorité des marchés financiers*,securities,http://www.amf-france.org/,https://www.amf-france.org/fr/sanctions-transactions/faq,https://www.amf-france.org/fr/sanctions-transactions/faq,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-fr-d99ac62690421195,ra-route-d9cf37be1bd2732df0eb,FR,France,Bank of France,central_banking,https://www.banque-france.fr/en,https://www.banque-france.fr/en/events/overdelivery-premium-when-monetary-policy-decisions-exceed-market-expectations,https://www.banque-france.fr/en/events/overdelivery-premium-when-monetary-policy-decisions-exceed-market-expectations,authority-owned,decision_register,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2026-08,2026-08,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-ga-798755084cc325db,ra-route-64ccc279083f1909e4dd,GA,Gabon,Bank of Central African States,central_banking,https://www.beac.int/,https://www.beac.int/p-des-changes/circulaires-et-decisions/,https://www.beac.int/p-des-changes/circulaires-et-decisions/,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-ga-c25332108467e9d3,ra-route-b9eaf2038532ddc76d70,GA,Gabon,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,authority-owned,decision_register,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en;fr,explicit-url-or-label-hint,2026-07,2026-07,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-ge-910eb97959e62a3b,ra-route-8ce61871070d2651b75a,GE,Georgia,National Bank of Georgia,central_banking;prudential_supervision;pensions,https://www.nbg.gov.ge/en,https://nbg.gov.ge/en/supervision/aml-cft,https://nbg.gov.ge/en/supervision/aml-cft,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-de-203a7fedd6e4cfea,ra-route-0fb76b3f331544d4cbb5,DE,Germany,Deutsche Bundesbank,central_banking;prudential_supervision,http://www.bundesbank.de/,https://www.bundesbank.de/en/service/financial-sanctions,https://www.bundesbank.de/en/service/financial-sanctions,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-de-2180fe880f37e5d3,ra-route-4be466ac6ceee7d68853,DE,Germany,Federal Financial Supervisory Authority,prudential_supervision;securities;insurance;pensions,http://www.bafin.de/,https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Massnahmen/40c_neu_124_WpHG/meldung_2026_08_20_effecta_gmbh.html?nn=154268,https://www.bafin.de/SharedDocs/Veroeffentlichungen/DE/Massnahmen/40c_neu_124_WpHG/meldung_2026_08_20_effecta_gmbh.html?nn=154268,authority-owned,generic_or_ambiguous,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,de,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-de-62f24695a458b5c3,ra-route-c4f2be8539daf4201f91,DE,Germany,Financial Intelligence Unit Germany (FIU),financial_intelligence,http://www.fiu.bund.de/,https://www.zoll.de/DE/FIU/DE/Unternehmen/Zentralstelle-Sanktionsdurchsetzung/zentralstelle-sanktionsdurchsetzung_node.html,https://www.zoll.de/DE/FIU/DE/Unternehmen/Zentralstelle-Sanktionsdurchsetzung/zentralstelle-sanktionsdurchsetzung_node.html,not-observable,not-observable,http-404,not-observable,not-observable,transport-review-required,transport-follow-up-required,obstructed,de,explicit-url-or-label-hint,,,not-observable,manual-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
