regulator_code,stable_regulator_id,authority_id,country_code,authority,role_mapping,component,weight_pct,value,available,evidence,blocker
AUSTRAC,ra-reg-austrac,ra-auth-au-a991c73127987db8,AU,The Australian Transaction Reports and Analysis Centre (AUSTRAC),financial_intelligence,timeliness,15,36.7123,true,"age_days=231;stale_after_days=365;cadence=fragile;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
MAS,ra-reg-mas,ra-auth-sg-ed322819dc95a306,SG,Monetary Authority of Singapore,insurance;prudential_supervision;securities,accessibility,20,100,true,access_state=reachable;source_route_state=authority-owned;source_checked_at=2026-08-20T12:11:07.553Z,
MAS,ra-reg-mas,ra-auth-sg-ed322819dc95a306,SG,Monetary Authority of Singapore,insurance;prudential_supervision;securities,caseLevelSpecificity,25,100,true,sample_size=27;complete_case_fields=27;Fields read directly from /api/unified/search sample; monetary amount is not required.,
MAS,ra-reg-mas,ra-auth-sg-ed322819dc95a306,SG,Monetary Authority of Singapore,insurance;prudential_supervision;securities,sourceTraceability,20,100,true,"sample_size=27;traceable_cases=27;verified_source_status_cases=0;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
MAS,ra-reg-mas,ra-auth-sg-ed322819dc95a306,SG,Monetary Authority of Singapore,insurance;prudential_supervision;securities,archiveDepth,20,33.3333,true,"active_years=4;authority_id=ra-auth-sg-ed322819dc95a306;archive_access_state=dated-first-page-signal;Observed active years are an archive-depth observation, not a completeness claim; ten or more observed years reaches the component ceiling.",
MAS,ra-reg-mas,ra-auth-sg-ed322819dc95a306,SG,Monetary Authority of Singapore,insurance;prudential_supervision;securities,timeliness,15,71.6667,true,"age_days=51;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
OCC,ra-reg-occ,ra-auth-us-536892012d88d798,US,Office of the Comptroller of the Currency,prudential_supervision,accessibility,20,,false,qualification_state=manual-review-required,Official route remains under review and cannot support an accessibility component.
OCC,ra-reg-occ,ra-auth-us-536892012d88d798,US,Office of the Comptroller of the Currency,prudential_supervision,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
OCC,ra-reg-occ,ra-auth-us-536892012d88d798,US,Office of the Comptroller of the Currency,prudential_supervision,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=0;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
OCC,ra-reg-occ,ra-auth-us-536892012d88d798,US,Office of the Comptroller of the Currency,prudential_supervision,archiveDepth,20,,false,active_years=39,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
OCC,ra-reg-occ,ra-auth-us-536892012d88d798,US,Office of the Comptroller of the Currency,prudential_supervision,timeliness,15,80,true,"age_days=36;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FINCEN,ra-reg-fincen,ra-auth-us-62a5bd0929843be2,US,Financial Crimes Enforcement Network (FinCEN),financial_intelligence,accessibility,20,,false,,No qualified official publication route matched the live regulator.
FINCEN,ra-reg-fincen,ra-auth-us-62a5bd0929843be2,US,Financial Crimes Enforcement Network (FinCEN),financial_intelligence,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FINCEN,ra-reg-fincen,ra-auth-us-62a5bd0929843be2,US,Financial Crimes Enforcement Network (FinCEN),financial_intelligence,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=100;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FINCEN,ra-reg-fincen,ra-auth-us-62a5bd0929843be2,US,Financial Crimes Enforcement Network (FinCEN),financial_intelligence,archiveDepth,20,,false,active_years=28,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
FINCEN,ra-reg-fincen,ra-auth-us-62a5bd0929843be2,US,Financial Crimes Enforcement Network (FinCEN),financial_intelligence,timeliness,15,90.5556,true,"age_days=17;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FINMA,ra-reg-finma,ra-auth-ch-fef82880ed479788,CH,Swiss Financial Market Supervisory Authority (FINMA),insurance;prudential_supervision;securities,accessibility,20,100,true,access_state=reachable;source_route_state=authority-owned;source_checked_at=2026-08-20T12:11:07.553Z,
FINMA,ra-reg-finma,ra-auth-ch-fef82880ed479788,CH,Swiss Financial Market Supervisory Authority (FINMA),insurance;prudential_supervision;securities,caseLevelSpecificity,25,100,true,sample_size=26;complete_case_fields=26;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FINMA,ra-reg-finma,ra-auth-ch-fef82880ed479788,CH,Swiss Financial Market Supervisory Authority (FINMA),insurance;prudential_supervision;securities,sourceTraceability,20,100,true,"sample_size=26;traceable_cases=26;verified_source_status_cases=20;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FINMA,ra-reg-finma,ra-auth-ch-fef82880ed479788,CH,Swiss Financial Market Supervisory Authority (FINMA),insurance;prudential_supervision;securities,archiveDepth,20,88.8889,true,"active_years=9;authority_id=ra-auth-ch-fef82880ed479788;archive_access_state=first-page-observed-no-date;Observed active years are an archive-depth observation, not a completeness claim; ten or more observed years reaches the component ceiling.",
FINMA,ra-reg-finma,ra-auth-ch-fef82880ed479788,CH,Swiss Financial Market Supervisory Authority (FINMA),insurance;prudential_supervision;securities,timeliness,15,69.589,true,"age_days=111;stale_after_days=365;cadence=fragile;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
SESC,ra-reg-sesc,,JP,,,accessibility,20,,false,,No qualified official publication route matched the live regulator.
SESC,ra-reg-sesc,,JP,,,caseLevelSpecificity,25,100,true,sample_size=74;complete_case_fields=74;Fields read directly from /api/unified/search sample; monetary amount is not required.,
SESC,ra-reg-sesc,,JP,,,sourceTraceability,20,100,true,"sample_size=74;traceable_cases=74;verified_source_status_cases=74;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
SESC,ra-reg-sesc,,JP,,,archiveDepth,20,,false,active_years=4,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
SESC,ra-reg-sesc,,JP,,,timeliness,15,76.1111,true,"age_days=43;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FMANZ,ra-reg-fmanz,ra-auth-nz-26cfbdac8baf745d,NZ,Financial Markets Authority,securities,accessibility,20,,false,,No qualified official publication route matched the live regulator.
FMANZ,ra-reg-fmanz,ra-auth-nz-26cfbdac8baf745d,NZ,Financial Markets Authority,securities,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FMANZ,ra-reg-fmanz,ra-auth-nz-26cfbdac8baf745d,NZ,Financial Markets Authority,securities,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=20;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FMANZ,ra-reg-fmanz,ra-auth-nz-26cfbdac8baf745d,NZ,Financial Markets Authority,securities,archiveDepth,20,,false,active_years=12,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
FMANZ,ra-reg-fmanz,ra-auth-nz-26cfbdac8baf745d,NZ,Financial Markets Authority,securities,timeliness,15,75,true,"age_days=45;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FDIC,ra-reg-fdic,ra-auth-us-1d4a8d980adde2a5,US,Federal Deposit Insurance Corporation DC,prudential_supervision,accessibility,20,,false,,No qualified official publication route matched the live regulator.
FDIC,ra-reg-fdic,ra-auth-us-1d4a8d980adde2a5,US,Federal Deposit Insurance Corporation DC,prudential_supervision,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FDIC,ra-reg-fdic,ra-auth-us-1d4a8d980adde2a5,US,Federal Deposit Insurance Corporation DC,prudential_supervision,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=0;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FDIC,ra-reg-fdic,ra-auth-us-1d4a8d980adde2a5,US,Federal Deposit Insurance Corporation DC,prudential_supervision,archiveDepth,20,,false,active_years=38,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
FDIC,ra-reg-fdic,ra-auth-us-1d4a8d980adde2a5,US,Federal Deposit Insurance Corporation DC,prudential_supervision,timeliness,15,86.0274,true,"age_days=51;stale_after_days=365;cadence=fragile;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FRB,ra-reg-frb,ra-auth-us-4a694cd3deb787a6,US,Board of Governors of the Federal Reserve System,insurance;prudential_supervision,accessibility,20,100,true,access_state=reachable;source_route_state=authority-owned;source_checked_at=2026-08-20T12:11:07.553Z,
FRB,ra-reg-frb,ra-auth-us-4a694cd3deb787a6,US,Board of Governors of the Federal Reserve System,insurance;prudential_supervision,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FRB,ra-reg-frb,ra-auth-us-4a694cd3deb787a6,US,Board of Governors of the Federal Reserve System,insurance;prudential_supervision,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=0;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FRB,ra-reg-frb,ra-auth-us-4a694cd3deb787a6,US,Board of Governors of the Federal Reserve System,insurance;prudential_supervision,archiveDepth,20,100,true,"active_years=38;authority_id=ra-auth-us-4a694cd3deb787a6;archive_access_state=first-page-observed-no-date;Observed active years are an archive-depth observation, not a completeness claim; ten or more observed years reaches the component ceiling.",
FRB,ra-reg-frb,ra-auth-us-4a694cd3deb787a6,US,Board of Governors of the Federal Reserve System,insurance;prudential_supervision,timeliness,15,91.6667,true,"age_days=15;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
SPK,ra-reg-spk,,TR,,,accessibility,20,,false,,No qualified official publication route matched the live regulator.
SPK,ra-reg-spk,,TR,,,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
SPK,ra-reg-spk,,TR,,,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=100;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
SPK,ra-reg-spk,,TR,,,archiveDepth,20,,false,active_years=11,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
SPK,ra-reg-spk,,TR,,,timeliness,15,96.1111,true,"age_days=7;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
GHSEC,ra-reg-ghsec,ra-auth-gh-1276eb0564999d02,GH,Securities and Exchange Commission,securities,accessibility,20,,false,,No qualified official publication route matched the live regulator.
GHSEC,ra-reg-ghsec,ra-auth-gh-1276eb0564999d02,GH,Securities and Exchange Commission,securities,caseLevelSpecificity,25,100,true,sample_size=68;complete_case_fields=68;Fields read directly from /api/unified/search sample; monetary amount is not required.,
GHSEC,ra-reg-ghsec,ra-auth-gh-1276eb0564999d02,GH,Securities and Exchange Commission,securities,sourceTraceability,20,100,true,"sample_size=68;traceable_cases=68;verified_source_status_cases=68;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
GHSEC,ra-reg-ghsec,ra-auth-gh-1276eb0564999d02,GH,Securities and Exchange Commission,securities,archiveDepth,20,,false,active_years=5,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
GHSEC,ra-reg-ghsec,ra-auth-gh-1276eb0564999d02,GH,Securities and Exchange Commission,securities,timeliness,15,21.1111,true,"age_days=142;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
IOMFSA,ra-reg-iomfsa,ra-auth-im-fd7b7763058345b6,IM,Isle of Man Financial Services Authority,insurance;securities,accessibility,20,,false,,No qualified official publication route matched the live regulator.
IOMFSA,ra-reg-iomfsa,ra-auth-im-fd7b7763058345b6,IM,Isle of Man Financial Services Authority,insurance;securities,caseLevelSpecificity,25,100,true,sample_size=21;complete_case_fields=21;Fields read directly from /api/unified/search sample; monetary amount is not required.,
IOMFSA,ra-reg-iomfsa,ra-auth-im-fd7b7763058345b6,IM,Isle of Man Financial Services Authority,insurance;securities,sourceTraceability,20,100,true,"sample_size=21;traceable_cases=21;verified_source_status_cases=21;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
IOMFSA,ra-reg-iomfsa,ra-auth-im-fd7b7763058345b6,IM,Isle of Man Financial Services Authority,insurance;securities,archiveDepth,20,,false,active_years=7,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
IOMFSA,ra-reg-iomfsa,ra-auth-im-fd7b7763058345b6,IM,Isle of Man Financial Services Authority,insurance;securities,timeliness,15,,false,age_days=429;automation_level=low_frequency,Low-frequency or sparse source is kept as a watch; observation age is not treated as a failed transparency score.
AMMC,ra-reg-ammc,ra-auth-ma-b5cfe30602d176ea,MA,Autorité Marocaine du Marché des Capitaux*,securities,accessibility,20,,false,,No qualified official publication route matched the live regulator.
AMMC,ra-reg-ammc,ra-auth-ma-b5cfe30602d176ea,MA,Autorité Marocaine du Marché des Capitaux*,securities,caseLevelSpecificity,25,100,true,sample_size=9;complete_case_fields=9;Fields read directly from /api/unified/search sample; monetary amount is not required.,
AMMC,ra-reg-ammc,ra-auth-ma-b5cfe30602d176ea,MA,Autorité Marocaine du Marché des Capitaux*,securities,sourceTraceability,20,100,true,"sample_size=9;traceable_cases=9;verified_source_status_cases=0;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
AMMC,ra-reg-ammc,ra-auth-ma-b5cfe30602d176ea,MA,Autorité Marocaine du Marché des Capitaux*,securities,archiveDepth,20,,false,active_years=3,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
AMMC,ra-reg-ammc,ra-auth-ma-b5cfe30602d176ea,MA,Autorité Marocaine du Marché des Capitaux*,securities,timeliness,15,,false,age_days=896;automation_level=low_frequency,Low-frequency or sparse source is kept as a watch; observation age is not treated as a failed transparency score.
CNV,ra-reg-cnv,ra-auth-ar-12eb11a773eaa5ef,AR,Comisión Nacional de Valores*,securities,accessibility,20,,false,,No qualified official publication route matched the live regulator.
CNV,ra-reg-cnv,ra-auth-ar-12eb11a773eaa5ef,AR,Comisión Nacional de Valores*,securities,caseLevelSpecificity,25,100,true,sample_size=41;complete_case_fields=41;Fields read directly from /api/unified/search sample; monetary amount is not required.,
CNV,ra-reg-cnv,ra-auth-ar-12eb11a773eaa5ef,AR,Comisión Nacional de Valores*,securities,sourceTraceability,20,100,true,"sample_size=41;traceable_cases=41;verified_source_status_cases=41;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
CNV,ra-reg-cnv,ra-auth-ar-12eb11a773eaa5ef,AR,Comisión Nacional de Valores*,securities,archiveDepth,20,,false,active_years=2,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
CNV,ra-reg-cnv,ra-auth-ar-12eb11a773eaa5ef,AR,Comisión Nacional de Valores*,securities,timeliness,15,60.5556,true,"age_days=71;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FSS,ra-reg-fss,ra-auth-kr-49ea1165285ae629,KR,Financial Supervisory Service,insurance;pensions;prudential_supervision,accessibility,20,100,true,access_state=reachable;source_route_state=authority-owned;source_checked_at=2026-08-20T12:11:07.553Z,
FSS,ra-reg-fss,ra-auth-kr-49ea1165285ae629,KR,Financial Supervisory Service,insurance;pensions;prudential_supervision,caseLevelSpecificity,25,100,true,sample_size=40;complete_case_fields=40;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FSS,ra-reg-fss,ra-auth-kr-49ea1165285ae629,KR,Financial Supervisory Service,insurance;pensions;prudential_supervision,sourceTraceability,20,100,true,"sample_size=40;traceable_cases=40;verified_source_status_cases=40;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FSS,ra-reg-fss,ra-auth-kr-49ea1165285ae629,KR,Financial Supervisory Service,insurance;pensions;prudential_supervision,archiveDepth,20,100,true,"active_years=14;authority_id=ra-auth-kr-49ea1165285ae629;archive_access_state=first-page-observed-no-date;Observed active years are an archive-depth observation, not a completeness claim; ten or more observed years reaches the component ceiling.",
FSS,ra-reg-fss,ra-auth-kr-49ea1165285ae629,KR,Financial Supervisory Service,insurance;pensions;prudential_supervision,timeliness,15,31.6667,true,"age_days=123;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
OSC,ra-reg-osc,ra-auth-ca-27956873427bb2b2,CA,Ontario Securities Commission*,securities,accessibility,20,100,true,access_state=reachable;source_route_state=authority-owned;source_checked_at=2026-08-20T12:11:07.553Z,
OSC,ra-reg-osc,ra-auth-ca-27956873427bb2b2,CA,Ontario Securities Commission*,securities,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
OSC,ra-reg-osc,ra-auth-ca-27956873427bb2b2,CA,Ontario Securities Commission*,securities,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=48;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
OSC,ra-reg-osc,ra-auth-ca-27956873427bb2b2,CA,Ontario Securities Commission*,securities,archiveDepth,20,100,true,"active_years=26;authority_id=ra-auth-ca-27956873427bb2b2;archive_access_state=dated-first-page-signal;Observed active years are an archive-depth observation, not a completeness claim; ten or more observed years reaches the component ceiling.",
OSC,ra-reg-osc,ra-auth-ca-27956873427bb2b2,CA,Ontario Securities Commission*,securities,timeliness,15,78.3562,true,"age_days=79;stale_after_days=365;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
BDI,ra-reg-bdi,,IT,,,accessibility,20,,false,,No qualified official publication route matched the live regulator.
BDI,ra-reg-bdi,,IT,,,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
BDI,ra-reg-bdi,,IT,,,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=99;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
BDI,ra-reg-bdi,,IT,,,archiveDepth,20,,false,active_years=7,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
BDI,ra-reg-bdi,,IT,,,timeliness,15,67.7778,true,"age_days=58;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
ACPR,ra-reg-acpr,ra-auth-fr-97fa854639130439,FR,Autorité de Contrôle Prudentiel et de Résolution,insurance;pensions;prudential_supervision,accessibility,20,100,true,access_state=reachable;source_route_state=authority-owned;source_checked_at=2026-08-20T12:11:07.553Z,
ACPR,ra-reg-acpr,ra-auth-fr-97fa854639130439,FR,Autorité de Contrôle Prudentiel et de Résolution,insurance;pensions;prudential_supervision,caseLevelSpecificity,25,100,true,sample_size=78;complete_case_fields=78;Fields read directly from /api/unified/search sample; monetary amount is not required.,
ACPR,ra-reg-acpr,ra-auth-fr-97fa854639130439,FR,Autorité de Contrôle Prudentiel et de Résolution,insurance;pensions;prudential_supervision,sourceTraceability,20,100,true,"sample_size=78;traceable_cases=78;verified_source_status_cases=76;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
ACPR,ra-reg-acpr,ra-auth-fr-97fa854639130439,FR,Autorité de Contrôle Prudentiel et de Résolution,insurance;pensions;prudential_supervision,archiveDepth,20,100,true,"active_years=16;authority_id=ra-auth-fr-97fa854639130439;archive_access_state=dated-first-page-signal;Observed active years are an archive-depth observation, not a completeness claim; ten or more observed years reaches the component ceiling.",
ACPR,ra-reg-acpr,ra-auth-fr-97fa854639130439,FR,Autorité de Contrôle Prudentiel et de Résolution,insurance;pensions;prudential_supervision,timeliness,15,45,true,"age_days=99;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
CSSF,ra-reg-cssf,ra-auth-lu-4fbb7469ba4b7756,LU,Commission de Surveillance du Secteur Financier,pensions;prudential_supervision;securities,accessibility,20,100,true,access_state=reachable;source_route_state=authority-owned;source_checked_at=2026-08-20T12:11:07.553Z,
CSSF,ra-reg-cssf,ra-auth-lu-4fbb7469ba4b7756,LU,Commission de Surveillance du Secteur Financier,pensions;prudential_supervision;securities,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
CSSF,ra-reg-cssf,ra-auth-lu-4fbb7469ba4b7756,LU,Commission de Surveillance du Secteur Financier,pensions;prudential_supervision;securities,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=100;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
CSSF,ra-reg-cssf,ra-auth-lu-4fbb7469ba4b7756,LU,Commission de Surveillance du Secteur Financier,pensions;prudential_supervision;securities,archiveDepth,20,66.6667,true,"active_years=7;authority_id=ra-auth-lu-4fbb7469ba4b7756;archive_access_state=dated-first-page-signal;Observed active years are an archive-depth observation, not a completeness claim; ten or more observed years reaches the component ceiling.",
CSSF,ra-reg-cssf,ra-auth-lu-4fbb7469ba4b7756,LU,Commission de Surveillance du Secteur Financier,pensions;prudential_supervision;securities,timeliness,15,83.3333,true,"age_days=30;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FSMA,ra-reg-fsma,ra-auth-be-60ac8fc270c21dc9,BE,Financial Services and Markets Authority*,insurance;pensions;securities,accessibility,20,100,true,access_state=reachable;source_route_state=authority-owned;source_checked_at=2026-08-20T12:11:07.553Z,
FSMA,ra-reg-fsma,ra-auth-be-60ac8fc270c21dc9,BE,Financial Services and Markets Authority*,insurance;pensions;securities,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FSMA,ra-reg-fsma,ra-auth-be-60ac8fc270c21dc9,BE,Financial Services and Markets Authority*,insurance;pensions;securities,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=100;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FSMA,ra-reg-fsma,ra-auth-be-60ac8fc270c21dc9,BE,Financial Services and Markets Authority*,insurance;pensions;securities,archiveDepth,20,100,true,"active_years=18;authority_id=ra-auth-be-60ac8fc270c21dc9;archive_access_state=first-page-observed-no-date;Observed active years are an archive-depth observation, not a completeness claim; ten or more observed years reaches the component ceiling.",
FSMA,ra-reg-fsma,ra-auth-be-60ac8fc270c21dc9,BE,Financial Services and Markets Authority*,insurance;pensions;securities,timeliness,15,69.4444,true,"age_days=55;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
FMAAT,ra-reg-fmaat,ra-auth-at-0c2dcb3373507cc1,AT,Austrian Financial Market Authority,insurance;pensions;prudential_supervision;securities,accessibility,20,,false,,No qualified official publication route matched the live regulator.
FMAAT,ra-reg-fmaat,ra-auth-at-0c2dcb3373507cc1,AT,Austrian Financial Market Authority,insurance;pensions;prudential_supervision;securities,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
FMAAT,ra-reg-fmaat,ra-auth-at-0c2dcb3373507cc1,AT,Austrian Financial Market Authority,insurance;pensions;prudential_supervision;securities,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=66;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
FMAAT,ra-reg-fmaat,ra-auth-at-0c2dcb3373507cc1,AT,Austrian Financial Market Authority,insurance;pensions;prudential_supervision;securities,archiveDepth,20,,false,active_years=8,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
FMAAT,ra-reg-fmaat,ra-auth-at-0c2dcb3373507cc1,AT,Austrian Financial Market Authority,insurance;pensions;prudential_supervision;securities,timeliness,15,86.5753,true,"age_days=49;stale_after_days=365;cadence=fragile;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
CNBCZ,ra-reg-cnbcz,ra-auth-cz-c9c68c4d2da33262,CZ,Czech National Bank,insurance;pensions;prudential_supervision;securities,accessibility,20,,false,qualification_state=manual-review-required,Official route remains under review and cannot support an accessibility component.
CNBCZ,ra-reg-cnbcz,ra-auth-cz-c9c68c4d2da33262,CZ,Czech National Bank,insurance;pensions;prudential_supervision;securities,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
CNBCZ,ra-reg-cnbcz,ra-auth-cz-c9c68c4d2da33262,CZ,Czech National Bank,insurance;pensions;prudential_supervision;securities,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=0;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
CNBCZ,ra-reg-cnbcz,ra-auth-cz-c9c68c4d2da33262,CZ,Czech National Bank,insurance;pensions;prudential_supervision;securities,archiveDepth,20,,false,active_years=18,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
CNBCZ,ra-reg-cnbcz,ra-auth-cz-c9c68c4d2da33262,CZ,Czech National Bank,insurance;pensions;prudential_supervision;securities,timeliness,15,91.6667,true,"age_days=15;stale_after_days=180;cadence=daily;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
CMVM,ra-reg-cmvm,ra-auth-pt-9416ad68ffc0ead8,PT,Comissão do Mercado de Valores Mobiliários,securities,accessibility,20,,false,,No qualified official publication route matched the live regulator.
CMVM,ra-reg-cmvm,ra-auth-pt-9416ad68ffc0ead8,PT,Comissão do Mercado de Valores Mobiliários,securities,caseLevelSpecificity,25,100,true,sample_size=100;complete_case_fields=100;Fields read directly from /api/unified/search sample; monetary amount is not required.,
CMVM,ra-reg-cmvm,ra-auth-pt-9416ad68ffc0ead8,PT,Comissão do Mercado de Valores Mobiliários,securities,sourceTraceability,20,100,true,"sample_size=100;traceable_cases=100;verified_source_status_cases=100;Traceability requires a stable case ID, official-source URL field and explicit source-link status; verified status is reported but not substituted for missing evidence.",
CMVM,ra-reg-cmvm,ra-auth-pt-9416ad68ffc0ead8,PT,Comissão do Mercado de Valores Mobiliários,securities,archiveDepth,20,,false,active_years=10,"Archive span is present in the live observation, but the mapped official publication route is not approved-for-human-contract."
CMVM,ra-reg-cmvm,ra-auth-pt-9416ad68ffc0ead8,PT,Comissão do Mercado de Valores Mobiliários,securities,timeliness,15,92.0548,true,"age_days=29;stale_after_days=365;cadence=fragile;This is timeliness against the regulator-specific RegActions observation contract, not an inferred publication-delay measure.",
